timestamp,steps,bpm
2021-03-29 18,26,72
2021-03-29 19,84,70
2021-03-29 20,839,76
2021-03-29 22,55,58
2021-03-29 23,0,55
2021-03-30 00,0,54
2021-03-30 03,0,57
2021-03-30 07,1136,90
2021-03-30 08,725,95
2021-03-30 09,249,79
2021-03-30 11,66,72
2021-03-30 13,892,83
2021-03-30 14,18,79
2021-03-30 15,799,80
2021-03-30 16,423,72
2021-03-30 17,381,70
2021-03-30 18,662,79
2021-03-30 19,354,85
2021-03-30 20,0,78
2021-03-30 21,435,79
2021-03-30 22,464,77
2021-03-31 00,0,57
2021-03-31 01,0,55
2021-03-31 02,0,54
2021-03-31 06,50,62
2021-03-31 07,486,79
2021-03-31 09,15,77
2021-03-31 10,25,72
2021-03-31 15,523,83
2021-03-31 16,0,72
2021-03-31 17,13,73
2021-03-31 18,18,83
2021-03-31 22,674,85
2021-04-01 00,0,63
2021-04-01 01,0,60
2021-04-01 02,0,56
2021-04-01 03,7,56
2021-04-01 04,0,54
2021-04-01 05,0,56
2021-04-01 07,597,100
2021-04-01 08,756,88
2021-04-01 09,25,77
2021-04-01 10,41,75
2021-04-01 11,37,75
2021-04-01 14,161,85
2021-04-01 18,1929,99
2021-04-01 20,2175,106
2021-04-01 21,1141,96
2021-04-01 23,0,71
2021-04-02 00,272,74
2021-04-02 01,86,72
2021-04-02 03,0,61
2021-04-02 08,967,98
2021-04-02 10,371,76
2021-04-02 11,1612,78
2021-04-02 13,1189,81
2021-04-02 16,264,71
2021-04-02 17,377,77
2021-04-02 18,250,77
2021-04-02 22,0,56
2021-04-02 23,0,55
2021-04-03 03,7,48
2021-04-03 05,6,52
2021-04-03 07,85,68
2021-04-03 14,278,72
2021-04-03 22,10,70
2021-04-03 23,0,59
2021-04-04 03,5,51
2021-04-04 04,0,52
2021-04-04 06,251,69
2021-04-04 09,2145,93
2021-04-04 10,2772,99
2021-04-04 13,262,83
2021-04-04 14,526,84
2021-04-04 17,1783,81
2021-04-04 19,0,67
2021-04-04 20,0,64
2021-04-04 22,130,67
2021-04-05 00,0,55
2021-04-05 01,0,53
2021-04-05 02,0,51
2021-04-05 03,137,57
2021-04-05 05,11,51
2021-04-05 07,1410,107
2021-04-05 10,441,72
2021-04-05 12,1555,91
2021-04-05 14,25,72
2021-04-05 17,200,70
2021-04-05 19,409,73
2021-04-05 20,58,68
2021-04-05 21,27,68
2021-04-05 23,0,53
2021-04-06 01,0,50
2021-04-06 03,7,47
2021-04-06 06,179,62
2021-04-06 11,32,67
2021-04-06 12,12,66
2021-04-06 14,15,72
2021-04-06 17,0,63
2021-04-06 19,157,76
2021-04-06 21,31,72
2021-04-07 00,1,53
2021-04-07 04,0,52
2021-04-07 06,279,69
2021-04-07 07,2648,93
2021-04-07 08,1363,83
2021-04-07 11,4,68
2021-04-07 12,659,71
2021-04-07 13,99,75
2021-04-07 14,257,76
2021-04-07 15,33,70
2021-04-07 17,515,71
2021-04-07 21,515,75
2021-04-07 23,8,58
2021-04-08 00,0,56
2021-04-08 03,29,57
2021-04-08 06,471,75
2021-04-08 08,727,84
2021-04-08 12,121,71
2021-04-08 13,332,72
2021-04-08 14,113,72
2021-04-08 17,6,66
2021-04-09 00,0,55
2021-04-09 01,0,53
2021-04-09 02,23,56
2021-04-09 11,1273,75
2021-04-09 14,218,71
2021-04-09 15,239,71
2021-04-09 17,632,73
2021-04-09 18,1108,75
2021-04-09 20,0,69
2021-04-09 21,896,75
2021-04-10 07,549,74
2021-04-10 10,160,80
2021-04-10 12,7,69
2021-04-10 16,37,61
2021-04-10 18,400,71
2021-04-10 20,68,72
2021-04-11 04,0,49
2021-04-11 08,21,65
2021-04-11 09,37,72
2021-04-11 11,89,71
2021-04-11 12,67,76
2021-04-11 20,63,64
2021-04-11 21,18,59
2021-04-12 08,397,88
2021-04-12 09,559,83
2021-04-12 10,407,79
2021-04-12 11,527,77
2021-04-12 16,12,69
2021-04-12 17,257,74
2021-04-12 18,219,77
2021-04-12 19,35,71
2021-04-12 21,564,75
2021-04-12 22,183,65
2021-04-13 02,0,50
2021-04-13 03,0,49
2021-04-13 05,0,53
2021-04-13 06,85,62
2021-04-13 09,21,79
2021-04-13 10,16,77
2021-04-13 12,471,73
2021-04-13 14,120,80
2021-04-13 16,565,76
2021-04-13 19,535,76
2021-04-13 23,0,53
2021-04-14 00,48,53
2021-04-14 02,0,50
2021-04-14 03,0,50
2021-04-14 04,0,51
2021-04-14 05,0,54
2021-04-14 06,69,62
2021-04-14 07,223,77
2021-04-14 12,724,88
2021-04-14 17,1663,86
2021-04-14 19,74,86
2021-04-14 20,350,86
2021-04-14 21,43,82
2021-04-14 23,0,68
2021-04-15 00,0,63
2021-04-15 02,0,65
2021-04-15 03,7,63
2021-04-15 05,0,58
2021-04-15 07,819,87
2021-04-15 12,35,72
2021-04-15 13,451,84
2021-04-15 20,560,75
2021-04-15 21,349,78
2021-04-15 23,0,60
2021-04-16 00,0,58
2021-04-16 03,6,54
2021-04-16 04,16,54
2021-04-16 05,0,55
2021-04-16 08,2875,96
2021-04-16 12,565,85
2021-04-16 13,308,80
2021-04-16 15,259,78
2021-04-16 17,477,83
2021-04-16 21,248,72
2021-04-16 23,127,74
2021-04-17 00,0,59
2021-04-17 04,4,54
2021-04-17 06,254,66
2021-04-17 07,80,69
2021-04-17 12,405,84
2021-04-17 14,237,82
2021-04-17 16,1534,85
2021-04-17 18,116,79
2021-04-17 19,88,89
2021-04-17 22,4,72
2021-04-17 23,0,68
2021-04-18 01,36,73
2021-04-18 02,55,68
2021-04-18 07,437,93
2021-04-18 09,740,85
2021-04-18 10,1126,87
2021-04-18 16,85,70
2021-04-18 21,121,68
2021-04-19 00,0,54
2021-04-19 01,0,52
2021-04-19 04,0,52
2021-04-19 05,0,57
2021-04-19 06,209,72
2021-04-19 09,12,76
2021-04-19 11,166,74
2021-04-19 12,766,85
2021-04-19 13,510,76
2021-04-19 15,9,69
2021-04-19 16,6,69
2021-04-19 17,7,68
2021-04-19 19,434,76
2021-04-19 20,13,71
2021-04-19 21,36,68
2021-04-19 23,141,61
2021-04-20 00,0,53
2021-04-20 02,7,53
2021-04-20 03,0,51
2021-04-20 05,0,55
2021-04-20 07,1736,99
2021-04-20 08,1485,92
2021-04-20 09,41,77
2021-04-20 10,61,72
2021-04-20 15,540,80
2021-04-20 17,871,76
2021-04-20 18,79,78
2021-04-20 23,11,55
2021-04-21 01,7,53
2021-04-21 02,0,50
2021-04-21 03,0,52
2021-04-21 04,0,52
2021-04-21 06,310,72
2021-04-21 07,2562,115
2021-04-21 08,1452,102
2021-04-21 09,15,86
2021-04-21 10,13,81
2021-04-21 11,6,76
2021-04-21 15,133,82
2021-04-21 16,360,82
2021-04-21 17,2999,89
2021-04-21 21,69,83
2021-04-21 22,90,68
2021-04-21 23,0,64
2021-04-22 00,0,63
2021-04-22 01,0,62
2021-04-22 04,72,62
2021-04-22 06,518,78
2021-04-22 13,519,80
2021-04-22 14,31,84
2021-04-22 15,25,95
2021-04-22 16,12,84
2021-04-22 18,391,90
2021-04-22 19,91,83
2021-04-22 20,378,83
2021-04-23 03,0,54
2021-04-23 06,54,66
2021-04-23 10,846,85
2021-04-23 11,41,77
2021-04-23 12,614,84
2021-04-23 14,473,78
2021-04-23 16,97,72
2021-04-23 18,2857,92
2021-04-23 19,64,88
2021-04-23 22,0,68
2021-04-24 01,0,58
2021-04-24 04,0,54
2021-04-24 05,11,55
2021-04-24 07,64,68
2021-04-24 10,134,77
2021-04-24 14,14,71
2021-04-24 21,268,74
2021-04-24 23,121,64
2021-04-25 00,0,55
2021-04-25 04,7,52
2021-04-25 08,2694,91
2021-04-25 09,2070,91
2021-04-25 12,2414,99
2021-04-25 22,0,60
2021-04-25 23,0,57
2021-04-26 01,0,52
2021-04-26 02,7,52
2021-04-26 07,841,94
2021-04-26 08,774,92
2021-04-26 12,714,90
2021-04-26 19,20,75
2021-04-26 20,2564,89
2021-04-26 22,48,61
2021-04-26 23,0,53
2021-04-27 00,0,52
2021-04-27 02,0,51
2021-04-27 03,4,50
2021-04-27 04,0,53
2021-04-27 06,263,84
2021-04-27 07,2684,109
2021-04-27 08,1238,101
2021-04-27 09,65,83
2021-04-27 10,30,76
2021-04-27 11,34,72
2021-04-27 12,708,81
2021-04-27 13,574,88
2021-04-27 14,410,85
2021-04-27 16,461,93
2021-04-27 17,4,75
2021-04-27 18,1292,85
2021-04-27 19,950,91
2021-04-27 20,344,84
2021-04-28 02,11,57
2021-04-28 04,12,53
2021-04-28 06,244,77
2021-04-28 07,2310,102
2021-04-28 08,1523,85
2021-04-28 10,16,69
2021-04-28 12,17,71
2021-04-28 18,17,79
2021-04-29 01,0,56
2021-04-29 02,21,55
2021-04-29 03,0,53
2021-04-29 04,0,52
2021-04-29 05,0,53
2021-04-29 08,386,82
2021-04-29 09,35,72
2021-04-29 10,15,72
2021-04-29 11,17,69
2021-04-29 12,7,68
2021-04-29 15,117,80
2021-04-29 17,144,76
2021-04-29 19,143,93
2021-04-29 23,9,106
2021-04-30 00,479,96
2021-04-30 01,8,79
2021-04-30 05,0,76
2021-04-30 06,162,80
2021-04-30 08,1882,102
2021-04-30 09,2163,103
2021-04-30 13,0,80
2021-04-30 14,44,79
2021-04-30 16,1620,92
2021-04-30 17,2379,96
2021-04-30 18,55,78
2021-04-30 19,8,76
2021-04-30 23,556,71
2021-05-01 00,565,65
2021-05-01 02,0,52
2021-05-01 05,0,55
2021-05-01 07,136,65
2021-05-01 08,866,92
2021-05-01 09,336,96
2021-05-01 10,596,89
2021-05-01 13,1431,82
2021-05-01 15,44,75
2021-05-01 20,0,63
2021-05-01 22,4,59
2021-05-02 00,0,52
2021-05-02 01,0,51
2021-05-02 03,6,48
2021-05-02 07,33,68
2021-05-02 12,0,68
2021-05-02 17,43,71
2021-05-02 20,170,68
2021-05-03 04,0,50
2021-05-03 05,0,51
2021-05-03 06,75,68
2021-05-03 07,1726,119
2021-05-03 23,0,55
2021-05-04 00,11,52
2021-05-04 03,0,51
2021-05-04 05,7,51
2021-05-04 10,22,70
2021-05-04 11,21,69
2021-05-04 12,0,72
2021-05-04 13,1280,80
2021-05-04 14,564,83
2021-05-04 16,330,67
2021-05-04 17,12,69
2021-05-04 18,655,79
2021-05-04 22,0,62
2021-05-04 23,4,57
2021-05-05 01,0,56
2021-05-05 02,0,54
2021-05-05 03,39,58
2021-05-05 04,0,54
2021-05-05 05,0,52
2021-05-05 07,57,69
2021-05-05 08,19,62
2021-05-05 16,0,67
2021-05-05 18,54,75
2021-05-05 22,0,57
2021-05-05 23,0,120
2021-05-06 02,0,56
2021-05-06 05,0,56
2021-05-06 07,450,88
2021-05-06 08,981,94
2021-05-06 10,12,76
2021-05-06 13,308,79
2021-05-06 14,275,81
2021-05-06 17,877,90
2021-05-06 19,375,83
2021-05-06 23,0,56
2021-05-07 00,11,54
2021-05-07 01,0,56
2021-05-07 04,0,60
2021-05-07 06,45,73
2021-05-07 08,459,94
2021-05-07 09,301,91
2021-05-07 10,382,88
2021-05-07 11,793,87
2021-05-07 13,526,89
2021-05-07 18,338,81
2021-05-07 21,44,63
2021-05-08 00,0,55
2021-05-08 12,603,79
2021-05-08 13,541,74
2021-05-08 14,785,87
2021-05-08 15,90,77
2021-05-08 22,0,56
2021-05-08 23,31,59
2021-05-09 01,10,57
2021-05-09 02,9,52
2021-05-09 04,0,51
2021-05-09 06,43,61
2021-05-09 07,268,76
2021-05-09 17,501,97
2021-05-09 18,360,93
2021-05-09 19,0,81
2021-05-09 21,46,76
2021-05-09 23,0,60
2021-05-10 00,0,57
2021-05-10 01,0,56
2021-05-10 02,0,55
2021-05-10 03,0,53
2021-05-10 07,563,89
2021-05-10 08,526,88
2021-05-10 11,702,83
2021-05-10 12,610,80
2021-05-10 14,8,71
2021-05-10 19,372,73
2021-05-11 01,17,55
2021-05-11 02,8,53
2021-05-11 03,0,57
2021-05-11 05,19,58
2021-05-11 07,309,91
2021-05-11 09,13,82
2021-05-11 10,19,78
2021-05-11 14,1237,86
2021-05-11 17,934,81
2021-05-11 18,183,83
2021-05-12 03,0,57
2021-05-12 04,0,57
2021-05-12 07,1364,94
2021-05-12 09,35,77
2021-05-12 10,30,71
2021-05-12 11,6,70
2021-05-12 13,98,84
2021-05-12 16,593,81
2021-05-12 18,126,76
2021-05-12 19,25,76
2021-05-12 20,71,71
2021-05-12 22,732,72
2021-05-12 23,13,57
2021-05-13 01,0,55
2021-05-13 03,0,54
2021-05-13 04,0,55
2021-05-13 05,7,61
2021-05-13 08,540,86
2021-05-13 10,10,72
2021-05-13 12,14,71
2021-05-13 14,29,74
2021-05-13 16,368,83
2021-05-13 17,575,85
2021-05-13 18,430,85
2021-05-13 19,1162,86
2021-05-13 21,735,76
2021-05-13 23,0,56
2021-05-14 00,15,55
2021-05-14 01,0,58
2021-05-14 02,4,54
2021-05-14 04,0,52
2021-05-14 05,38,56
2021-05-14 06,96,75
2021-05-14 07,1806,96
2021-05-14 13,665,81
2021-05-14 14,176,80
2021-05-14 15,395,76
2021-05-14 16,38,69
2021-05-14 21,73,87
2021-05-15 00,6,70
2021-05-15 01,0,69
2021-05-15 16,679,83
2021-05-15 19,2897,112
2021-05-15 20,222,94
2021-05-15 21,44,85
2021-05-16 06,0,55
2021-05-16 09,92,80
2021-05-16 11,56,66
2021-05-16 12,525,80
2021-05-16 14,0,66
2021-05-16 16,66,75
2021-05-16 17,49,70
2021-05-16 18,0,70
2021-05-16 22,14,56
2021-05-16 23,0,55
2021-05-17 01,0,51
2021-05-17 03,0,50
2021-05-17 05,54,59
2021-05-17 08,852,90
2021-05-17 12,507,83
2021-05-17 14,16,78
2021-05-17 15,30,74
2021-05-17 17,329,76
2021-05-17 18,0,73
2021-05-17 21,16,72
2021-05-17 22,815,76
2021-05-18 00,18,56
2021-05-18 01,0,53
2021-05-18 02,7,53
2021-05-18 04,10,56
2021-05-18 06,256,71
2021-05-18 08,1396,102
2021-05-18 09,317,81
2021-05-18 10,39,73
2021-05-18 15,102,82
2021-05-18 17,305,76
2021-05-18 18,409,79
2021-05-18 20,554,86
2021-05-18 22,6,62
2021-05-18 23,6,60
2021-05-19 00,0,58
2021-05-19 01,0,55
2021-05-19 02,10,52
2021-05-19 05,26,57
2021-05-19 07,29,66
2021-05-19 09,12,73
2021-05-19 11,33,69
2021-05-19 12,153,79
2021-05-19 13,57,76
2021-05-19 15,4,68
2021-05-19 16,42,77
2021-05-19 17,6,79
2021-05-19 19,91,72
2021-05-19 20,0,67
2021-05-19 21,58,66
2021-05-20 00,0,56
2021-05-20 01,0,53
2021-05-20 02,0,54
2021-05-20 03,0,54
2021-05-20 05,80,59
2021-05-20 07,584,103
2021-05-20 09,16,85
2021-05-20 10,23,81
2021-05-20 11,16,81
2021-05-20 12,13,79
2021-05-20 15,96,82
2021-05-20 17,381,83
2021-05-20 19,58,77
2021-05-20 20,125,79
2021-05-20 23,39,72
2021-05-21 00,0,62
2021-05-21 01,0,59
2021-05-21 02,0,58
2021-05-21 03,0,56
2021-05-21 04,7,56
2021-05-21 05,210,61
2021-05-21 06,140,73
2021-05-21 09,288,95
2021-05-21 11,215,86
2021-05-21 12,842,96
2021-05-21 13,64,93
2021-05-21 16,691,84
2021-05-21 18,1676,98
2021-05-21 19,0,84
2021-05-21 21,692,81
2021-05-21 22,0,63
2021-05-22 01,0,58
2021-05-22 02,0,61
2021-05-22 07,107,96
2021-05-22 08,254,90
2021-05-22 10,59,75
2021-05-22 12,117,74
2021-05-22 15,82,69
2021-05-23 00,0,58
2021-05-23 07,0,62
2021-05-23 09,0,63
2021-05-23 10,504,72
2021-05-23 11,44,69
2021-05-23 13,77,77
2021-05-23 14,96,72
2021-05-23 15,9,67
2021-05-23 18,6,62
2021-05-23 19,180,63
2021-05-23 20,169,72
2021-05-23 22,0,56
2021-05-24 06,141,76
2021-05-24 11,1144,83
2021-05-24 17,95,77
2021-05-24 20,63,79
2021-05-24 22,10,62
2021-05-24 23,0,60
2021-05-25 02,56,59
2021-05-25 03,12,54
2021-05-25 06,70,81
2021-05-25 07,2500,70
2021-05-25 10,23,78
2021-05-25 11,21,78
2021-05-25 13,667,93
2021-05-25 15,585,87
2021-05-25 17,347,79
2021-05-25 18,488,81
2021-05-25 20,6,67
2021-05-25 21,0,62
2021-05-25 23,0,59
2021-05-26 01,0,62
2021-05-26 02,0,58
2021-05-26 03,0,58
2021-05-26 04,42,57
2021-05-26 05,24,55
2021-05-26 06,207,73
2021-05-26 08,1139,92
2021-05-26 11,11,73
2021-05-26 14,198,89
2021-05-26 16,1403,90
2021-05-26 17,487,82
2021-05-26 19,11,83
2021-05-26 23,0,57
2021-05-27 02,25,58
2021-05-27 03,0,55
2021-05-27 04,0,56
2021-05-27 05,23,58
2021-05-27 06,693,90
2021-05-27 07,508,100
2021-05-27 10,37,86
2021-05-27 11,31,82
2021-05-27 12,5,80
2021-05-27 17,150,83
2021-05-27 18,292,81
2021-05-27 20,0,72
2021-05-27 22,4,67
2021-05-28 00,18,63
2021-05-28 03,0,55
2021-05-28 04,4,56
2021-05-28 09,296,89
2021-05-28 10,294,91
2021-05-28 11,533,85
2021-05-28 14,1282,99
2021-05-28 15,1396,99
2021-05-28 17,1582,92
2021-05-28 19,773,85
2021-05-28 20,320,86
2021-05-28 23,15,59
2021-05-29 01,11,55
2021-05-29 03,0,54
2021-05-29 05,8,57
2021-05-29 08,224,85
2021-05-29 09,468,79
2021-05-29 14,1632,96
2021-05-29 17,2399,94
2021-05-30 05,0,57
2021-05-30 13,0,62
2021-05-30 14,0,59
2021-05-30 15,104,81
2021-05-30 17,40,84
2021-05-30 22,0,59
2021-05-31 01,0,54
2021-05-31 02,0,55
2021-05-31 08,628,114
2021-05-31 09,679,99
2021-05-31 10,1218,98
2021-05-31 11,60,85
2021-05-31 12,901,96
2021-05-31 13,701,91
2021-05-31 14,31,85
2021-05-31 15,9,81
2021-05-31 19,321,85
2021-05-31 20,295,80
2021-05-31 21,579,85
2021-05-31 22,431,81
2021-05-31 23,596,90
2021-06-01 01,9,65
2021-06-01 06,134,74
2021-06-01 08,1185,97
2021-06-01 09,198,83
2021-06-01 11,7,75
2021-06-01 14,368,86
2021-06-01 15,10,81
2021-06-01 22,497,103
2021-06-02 01,4,73
2021-06-02 03,0,66
2021-06-02 05,245,82
2021-06-02 06,110,88
2021-06-02 07,1187,101
2021-06-02 08,1349,107
2021-06-02 11,30,86
2021-06-02 14,90,91
2021-06-02 15,84,85
2021-06-02 16,754,88
2021-06-02 18,2387,98
2021-06-02 20,48,92
2021-06-02 21,38,89
2021-06-02 23,8,72
2021-06-03 00,0,69
2021-06-03 04,0,63
2021-06-03 05,78,72
2021-06-03 06,81,87
2021-06-03 07,324,96
2021-06-03 08,805,90
2021-06-03 09,14,84
2021-06-03 10,11,82
2021-06-03 13,455,84
2021-06-03 14,808,113
2021-06-03 15,396,99
2021-06-03 16,285,91
2021-06-03 17,973,91
2021-06-04 00,0,64
2021-06-04 02,0,60
2021-06-04 03,0,61
2021-06-04 05,87,64
2021-06-04 10,789,86
2021-06-04 11,1415,86
2021-06-04 12,202,90
2021-06-04 13,775,89
2021-06-04 14,548,84
2021-06-04 17,86,77
2021-06-04 21,789,86
2021-06-04 22,79,74
2021-06-05 01,10,56
2021-06-05 04,0,59
2021-06-05 07,94,91
2021-06-05 13,196,92
2021-06-05 14,309,84
2021-06-05 15,40,72
2021-06-05 16,23,71
2021-06-05 17,142,74
2021-06-05 18,4,72
2021-06-05 19,24,70
2021-06-05 20,0,63
2021-06-05 22,0,56
2021-06-06 02,0,53
2021-06-06 10,238,80
2021-06-06 12,77,82
2021-06-06 14,104,79
2021-06-06 15,105,78
2021-06-06 16,76,89
2021-06-06 19,15,71
2021-06-06 21,11,65
2021-06-06 23,8,61
2021-06-07 00,0,59
2021-06-07 03,0,60
2021-06-07 06,369,82
2021-06-07 07,1375,110
2021-06-07 08,453,101
2021-06-07 12,377,96
2021-06-07 14,17,86
2021-06-07 22,122,66
2021-06-08 00,0,55
2021-06-08 01,8,55
2021-06-08 02,0,54
2021-06-08 03,0,57
2021-06-08 04,0,56
2021-06-08 05,147,69
2021-06-08 08,858,99
2021-06-08 09,224,90
2021-06-08 11,4,79
2021-06-08 13,407,91
2021-06-08 14,49,84
2021-06-08 15,138,82
2021-06-08 16,89,83
2021-06-08 18,559,81
2021-06-08 20,9,86
2021-06-08 22,0,69
2021-06-09 00,0,61
2021-06-09 01,0,62
2021-06-09 03,0,59
2021-06-09 06,184,87
2021-06-09 20,1545,97
2021-06-09 21,99,78
2021-06-09 22,58,76
2021-06-10 00,5,70
2021-06-10 01,24,72
2021-06-10 05,165,65
2021-06-10 14,31,87
2021-06-10 15,309,88
2021-06-10 16,0,82
2021-06-10 19,686,94
2021-06-10 22,0,64
2021-06-11 00,67,68
2021-06-11 01,0,60
2021-06-11 02,0,59
2021-06-11 04,0,57
2021-06-11 05,56,60
2021-06-11 08,601,104
2021-06-11 10,506,91
2021-06-11 12,426,98
2021-06-11 13,37,90
2021-06-11 22,0,67
2021-06-12 01,0,64
2021-06-12 06,160,66
2021-06-12 16,45,80
2021-06-13 01,0,62
2021-06-13 05,7,61
2021-06-13 10,31,84
2021-06-13 11,95,95
2021-06-13 13,2231,108
2021-06-13 14,1377,102
2021-06-13 15,2316,104
2021-06-13 17,2264,110
2021-06-13 20,272,86
2021-06-13 22,0,73
2021-06-13 23,38,69
2021-06-14 02,0,60
2021-06-14 04,0,56
2021-06-14 05,29,59
2021-06-14 06,118,70
2021-06-14 08,826,91
2021-06-14 10,643,78
2021-06-14 12,254,83
2021-06-14 13,1568,94
2021-06-14 22,67,71
2021-06-14 23,16,65
2021-06-15 00,0,62
2021-06-15 03,8,59
2021-06-15 05,17,61
2021-06-15 08,1612,98
2021-06-15 11,13,74
2021-06-15 12,49,73
2021-06-15 16,0,80
2021-06-15 19,1511,100
2021-06-15 23,0,64
2021-06-16 00,0,60
2021-06-16 03,16,54
2021-06-16 05,12,58
2021-06-16 09,0,87
2021-06-16 12,1191,86
2021-06-16 13,986,102
2021-06-16 16,460,87
2021-06-16 17,852,87
2021-06-16 18,42,91
2021-06-16 21,645,98
2021-06-16 22,61,83
2021-06-16 23,0,72
2021-06-17 00,14,71
2021-06-17 05,38,57
2021-06-17 07,592,89
2021-06-17 11,30,76
2021-06-17 12,45,77
2021-06-17 15,26,80
2021-06-17 17,1251,85
2021-06-17 19,736,80
2021-06-17 21,456,89
2021-06-17 23,0,64
2021-06-18 01,0,60
2021-06-18 02,8,58
2021-06-18 11,1694,84
2021-06-18 12,2261,101
2021-06-18 13,627,89
2021-06-18 16,130,82
2021-06-18 17,45,82
2021-06-18 19,560,84
2021-06-18 20,104,85
2021-06-18 21,16,81
2021-06-18 22,39,66
2021-06-18 23,0,60
